Polymer,Polymer_SMILES,Solvent,Solvent_SMILES,Contact_angle,Thickness,Solvent_solubility_parameter,xw_(wt%),Temperature,Permeate_pressure,J_total_flux,a_separation_factor,Polymer_BRICS,Solvent_BRICS,PS_pair_BRICS,PS_tokenized_BRICS
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.0,50,9.0,1.727748691,0.355932,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,97.0,50,9.0,2.094240838,0.636364,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.7,30,9.0,0.368421053,0.130263,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.0,30,9.0,0.389473684,0.3,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,8.0,26.5,99.7,30,9.0,0.515789474,0.341379,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,97.0,30,9.0,0.547368421,0.55,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,8.0,26.5,99.0,30,9.0,0.6,0.61875,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,8.0,26.5,97.0,30,9.0,0.905263158,0.9,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,1.9,25,2.5,0.164018692,3.047847,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,5.0,25,2.5,0.189252336,3.181818,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,9.0,25,2.5,0.210280374,3.449761,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,16.1,25,2.5,0.239719626,4.555024,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,5.0,35,2.5,0.269158879,3.583732,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,1.9,35,2.5,0.285981308,3.215311,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,9.0,35,2.5,0.307009346,3.985646,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,16.1,35,2.5,0.361682243,4.923445,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,26.8,25,2.5,0.361682243,3.985646,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,5.0,45,2.5,0.38271028,3.751196,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,1.9,45,2.5,0.386915888,3.248804,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,9.0,45,2.5,0.420560748,4.287081,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,16.1,45,2.5,0.479439252,5.291866,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,1.9,55,2.5,0.48364486,3.483254,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,26.8,35,2.5,0.538317757,4.38756,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,5.0,55,2.5,0.550934579,4.688995,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,9.0,55,2.5,0.597196262,5.191388,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,16.1,55,2.5,0.622429907,5.894737,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,26.8,45,2.5,0.668691589,4.856459,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,26.2,29.6,26.8,55,2.5,0.845327103,5.69378,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,28.4,29.6,5.45,45,2.5,0.21752988,5.646396,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,28.4,29.6,10.31,45,2.5,0.401593625,4.301595,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,28.4,29.6,1.99,45,2.5,0.429482072,3.276708,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,28.4,29.6,1.2,45,2.5,0.647011952,3.523793,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,28.4,29.6,21.21,45,2.5,0.842231076,3.78723,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),methanol,CO,55.1,28.4,29.6,29.96,45,2.5,1.188047809,3.739064,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']",['CO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CO']","[0, 0, 2, 3, 2, 4, 5, 1, 2]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),methanol,CO,36.0,0.19,29.6,10.0,77,3.0,1.81,653.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CO']",['CO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CO']","[0, 0, 0, 0, 2, 21, 22, 1, 2]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,22.0,32.9,10.0,25,8.0,0.0316,419.354839,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,60,6.7,0.294736842,1687.5,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,60,6.7,0.325581395,1675.637394,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,75,6.7,1.046511628,604.815864,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,70,6.7,1.093023256,1001.416431,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,70,6.7,1.136842105,1000.0,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,60,6.7,1.186046512,2488.668555,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,60,6.7,1.221052632,2500.0,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,75,6.7,1.263157895,593.75,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,80,6.7,1.372093023,297.450425,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,10.0,80,6.7,1.389473684,296.875,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,60,6.7,2.273684211,1390.625,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,60,6.7,2.302325581,1388.101983,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,70,6.7,2.488372093,1477.33711,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,70,6.7,2.526315789,1484.375,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,75,6.7,2.558139535,1219.546742,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,75,6.7,2.652631579,1218.75,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,80,6.7,2.744186047,892.351275,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,20.0,80,6.7,2.821052632,906.25,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,70,6.7,3.705263158,796.875,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,70,6.7,3.720930233,793.201133,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,60,6.7,3.906976744,1001.416431,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,60,6.7,3.915789474,1015.625,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,75,6.7,4.0,390.625,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,75,6.7,4.023255814,386.685552,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,80,6.7,4.505263158,125.0,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,30.0,80,6.7,4.511627907,128.895184,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,70,6.7,5.209302326,703.966006,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,70,6.7,5.221052632,703.125,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,75,6.7,5.906976744,198.300283,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,75,6.7,5.936842105,203.125,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,80,6.7,6.905263158,62.5,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,10.0,32.9,40.0,80,6.7,6.906976744,69.405099,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,20.0,50,6.7,0.071137026,1247.213949,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,20.0,60,6.7,0.131778426,1070.3364,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,20.0,70,6.7,0.212244898,934.285707,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,10.0,70,6.7,0.308510638,841.121495,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,20.0,80,6.7,0.35451895,600.617229,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,20.0,70,6.7,0.414893617,925.233645,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,40.0,70,6.7,0.670212766,2551.401869,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,60.0,70,6.7,0.989361702,2242.990654,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,50.22,15.0,32.9,80.0,70,6.7,1.382978723,5495.327103,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,100.0,32.9,10.0,70,6.7,0.422619048,1063.333333,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,100.0,32.9,20.0,70,6.7,0.833333333,1200.0,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,100.0,32.9,30.0,70,6.7,1.244047619,780.0,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
pva,C(C)C(C)(O),ethylene_glycol,OCCO,74.0,100.0,32.9,40.0,70,6.7,1.398809524,706.666667,"['CCC(C)O', '.', 'OCCO']",['OCCO'],"['CCC(C)O', '.', 'OCCO']","[0, 0, 0, 0, 0, 0, 20, 1, 29]"
ppo,Cc1cc(C)cc(C)c1O(C),ethylene_glycol,OCCO,89.0,40.0,32.9,5.0,50,0.01,0.011617647,480.0,"['CO', 'Cc1cc(C)cc(C)c1', '.', 'OCCO']",['OCCO'],"['CO', 'Cc1cc(C)cc(C)c1', '.', 'OCCO']","[0, 0, 0, 0, 0, 2, 30, 1, 29]"
